Rank,Brewery,Beer,Style,ABV,Rating,Ratings,Reviews
185,4 Hands Brewing Company,Madagascar,Milk / Sweet Stout,9.30% ABV,4.34,409,125
71,AleSmith Brewing Company,AleSmith Speedway Stout - Bourbon Barrel Aged,American Double / Imperial Stout,12.00% ABV,4.45,1826,104
139,AleSmith Brewing Company,AleSmith Speedway Stout - Vietnamese Coffee,American Double / Imperial Stout,12.00% ABV,4.38,1322,21
151,AleSmith Brewing Company,AleSmith Speedway Stout,American Double / Imperial Stout,12.00% ABV,4.37,6120,10
222,AleSmith Brewing Company,AleSmith Speedway Stout - Kopi Luwak,American Double / Imperial Stout,12.00% ABV,4.32,523,168
221,Allagash Brewing Company,Allagash Cuv?e D'Industrial,American Wild Ale,7.50% ABV,4.32,345,160
238,Allagash Brewing Company,Allagash Coolship Red,Lambic - Fruit,5.70% ABV,4.31,469,172
90,Alpine Beer Company,Keene Idea,American Double / Imperial IPA,8.88% ABV,4.42,416,144
110,Alpine Beer Company,Bad Boy,American Double / Imperial IPA,9.00% ABV,4.4,509,29
132,Alpine Beer Company,Great,American Barleywine,14.00% ABV,4.39,582,39
146,Alpine Beer Company,Exponential Hoppiness,American Double / Imperial IPA,11.00% ABV,4.37,1252,121
150,Alpine Beer Company,Nelson,American IPA,7.00% ABV,4.37,3719,169
239,Alpine Beer Company,Pure Hoppiness,American Double / Imperial IPA,8.00% ABV,4.31,3150,178
119,Anchorage Brewing Company,A Deal With The Devil,American Barleywine,17.30% ABV,4.4,819,20
232,Anchorage Brewing Company,Bitter Monk,Belgian IPA,9.00% ABV,4.32,951,83
158,Avery Brewing Company,Uncle Jacob's Stout,American Double / Imperial Stout,16.90% ABV,4.36,2119,101
164,Avery Brewing Company,Tweak,American Double / Imperial Stout,17.81% ABV,4.35,1591,52
142,Ballast Point Brewing Company,Sculpin IPA,American IPA,7.00% ABV,4.38,12762,62
183,Ballast Point Brewing Company,Victory At Sea Coffee Vanilla Imperial Porter,American Porter,10.00% ABV,4.35,6155,4
116,Bayerische Staatsbrauerei Weihenstephan,Weihenstephaner Hefeweissbier,Hefeweizen,5.40% ABV,4.4,7673,63
44,"Bell's Brewery, Inc.",Bell's Black Note Stout,American Double / Imperial Stout,11.40% ABV,4.49,3782,145
69,"Bell's Brewery, Inc.",Hopslam Ale,American Double / Imperial IPA,10.00% ABV,4.45,11819,96
218,"Bell's Brewery, Inc.",30th Anniversary Ale,American Double / Imperial Stout,11.00% ABV,4.32,1072,79
87,Bissell Brothers Brewing Company,Swish,American Double / Imperial IPA,8.00% ABV,4.43,546,163
85,Boneyard Beer Company,Notorious Triple IPA,American Double / Imperial IPA,12.00% ABV,4.43,539,157
173,Boneyard Beer Company,Hop Venom Double IPA,American Double / Imperial IPA,8.90% ABV,4.35,817,19
117,Boston Beer Company (Samuel Adams),Samuel Adams Utopias,American Strong Ale,29.00% ABV,4.4,2291,137
15,Bottle Logic Brewing,Fundamental Observation,American Double / Imperial Stout,14.30% ABV,4.57,318,165
34,Brasserie Cantillon,Cantillon Fou' Foune,Lambic - Fruit,5.00% ABV,4.5,2548,135
45,Brasserie Cantillon,Cantillon Bl?b?r Lambik,Lambic - Fruit,5.00% ABV,4.49,678,78
68,Brasserie Cantillon,Cantillon Lou Pepe - Kriek,Lambic - Fruit,5.00% ABV,4.45,1575,107
99,Brasserie Cantillon,Cantillon Saint Lamvinus,Lambic - Fruit,5.00% ABV,4.41,1875,131
107,Brasserie Cantillon,Cantillon Lou Pepe - Framboise,Lambic - Fruit,5.00% ABV,4.4,1123,93
155,Brasserie Cantillon,Cantillon Gueuze 100% Lambic,Gueuze,5.00% ABV,4.36,2899,149
162,Brasserie Cantillon,Cantillon Lou Pepe - Gueuze,Gueuze,5.00% ABV,4.36,975,56
57,Brasserie de Rochefort,Trappistes Rochefort 10,Quadrupel (Quad),11.30% ABV,4.47,8605,68
